mdate,Rf,MktRf,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
200501,0.16%,-2.82%,0.47%,-0.67%,4.36%,-4.63%,-3.38%,-1.26%,-2.57%,-4.09%,-1.44%,-3.37%,3.06%,-0.39%,-4.97%,-0.15%,-8.00%,-1.17%,-2.59%,4.51%,2.99%,1.69%,-4.21%,-5.75%,-5.93%,-3.19%,-6.88%,-2.74%,-0.98%,0.41%,-2.13%,-0.76%
200502,0.16%,2.11%,-0.89%,1.47%,3.12%,-0.92%,0.11%,-0.02%,2.08%,2.43%,8.26%,0.33%,3.70%,9.86%,6.83%,2.76%,-0.34%,4.31%,8.94%,13.72%,19.25%,2.33%,-0.30%,-1.52%,1.27%,2.39%,2.38%,3.13%,0.33%,1.15%,-0.23%,-0.49%
200503,0.21%,-1.90%,-1.24%,-0.98%,0.31%,-0.80%,-1.44%,-0.60%,-1.07%,-0.49%,-2.05%,-6.42%,-3.61%,-7.52%,-3.23%,-2.01%,-8.58%,2.36%,-5.60%,-3.68%,-3.22%,0.55%,-0.14%,-2.12%,-2.38%,-0.61%,-0.86%,-1.82%,0.49%,0.29%,-3.23%,0.58%
200504,0.21%,-2.73%,-0.01%,2.22%,-1.34%,-4.89%,-2.59%,-2.55%,-7.33%,3.93%,-7.45%,-6.38%,-1.97%,-9.92%,-5.46%,-8.20%,-11.22%,-0.81%,-9.78%,-6.19%,-5.71%,2.00%,-2.00%,-4.55%,-4.44%,-8.00%,-6.10%,-2.65%,-5.66%,-5.87%,-0.87%,-0.66%
200505,0.24%,3.56%,2.13%,2.42%,3.18%,4.46%,-0.84%,1.62%,6.64%,1.50%,0.22%,6.48%,5.71%,0.19%,5.30%,7.48%,10.35%,5.30%,2.69%,10.12%,2.05%,1.83%,1.46%,5.13%,9.40%,0.53%,4.94%,4.26%,6.67%,8.11%,3.33%,1.27%
200506,0.23%,0.92%,-2.10%,-3.93%,-2.34%,-0.95%,-0.28%,-2.53%,5.82%,-0.58%,-0.93%,1.67%,3.63%,-3.02%,0.46%,-3.19%,2.99%,0.18%,6.16%,7.15%,5.81%,5.57%,0.05%,-1.16%,-0.98%,-3.23%,-2.92%,1.50%,3.05%,-2.48%,2.39%,-2.71%
200507,0.24%,4.09%,2.46%,1.66%,3.58%,3.51%,2.84%,3.40%,3.29%,3.74%,4.64%,2.84%,9.49%,13.15%,10.32%,6.17%,7.55%,2.39%,4.20%,20.55%,5.82%,3.01%,3.09%,5.34%,6.58%,5.01%,8.17%,5.21%,6.02%,4.51%,1.73%,-0.22%
200508,0.30%,-0.89%,-2.00%,0.50%,4.54%,-0.97%,1.58%,-1.08%,-3.98%,-0.26%,-6.04%,-2.22%,-2.20%,-0.76%,1.42%,0.53%,-4.12%,-0.05%,2.92%,8.44%,5.62%,1.18%,-1.25%,0.40%,-1.47%,-2.88%,-3.53%,-1.39%,-6.63%,-4.84%,-1.44%,-2.07%
200509,0.29%,0.77%,0.92%,0.54%,4.74%,-1.87%,-3.33%,1.51%,-1.85%,-1.87%,-1.85%,-4.51%,2.75%,3.08%,-0.30%,2.43%,-6.49%,1.54%,14.04%,9.40%,7.04%,4.38%,-1.47%,-0.25%,1.43%,-0.07%,3.98%,-0.07%,-2.20%,-0.27%,1.15%,0.19%
200510,0.27%,-2.35%,-2.88%,0.53%,1.70%,-4.05%,-6.11%,-3.31%,-2.31%,-3.27%,2.32%,-4.05%,-8.81%,-4.33%,-4.62%,-3.46%,-6.62%,-4.49%,-6.46%,-9.49%,-10.02%,-6.85%,-2.98%,1.24%,-4.50%,0.82%,2.66%,-2.00%,2.21%,0.19%,2.52%,1.05%
200511,0.31%,3.73%,-0.27%,1.54%,-2.62%,5.29%,2.69%,3.09%,6.28%,1.60%,3.41%,5.11%,5.76%,12.83%,7.10%,6.26%,-1.02%,4.68%,6.96%,0.75%,1.28%,-0.20%,2.62%,5.41%,7.36%,7.55%,7.44%,4.58%,3.70%,6.83%,4.46%,4.63%
200512,0.32%,0.03%,0.00%,-2.11%,4.20%,-1.05%,-1.68%,1.53%,-0.23%,2.39%,0.59%,0.89%,-0.14%,3.67%,0.85%,-0.52%,-1.51%,2.73%,7.56%,1.50%,0.67%,1.24%,-1.66%,-2.25%,-1.35%,1.39%,1.78%,1.06%,-1.06%,0.99%,0.28%,-0.42%
200601,0.35%,3.65%,1.77%,-0.74%,-2.45%,3.75%,0.22%,2.69%,2.47%,2.18%,3.25%,-3.29%,9.82%,14.93%,11.34%,6.73%,5.04%,1.93%,17.55%,15.02%,12.53%,3.06%,3.82%,3.02%,4.22%,-2.56%,4.81%,6.91%,0.70%,4.33%,1.27%,-2.17%
200602,0.34%,-0.50%,1.46%,1.94%,-0.11%,1.10%,1.49%,1.10%,0.25%,1.09%,-0.29%,3.34%,-3.13%,-2.94%,-0.70%,3.21%,-2.46%,5.05%,-9.03%,-8.44%,-8.27%,0.22%,3.33%,-2.31%,0.49%,0.91%,1.23%,1.56%,1.28%,2.11%,1.59%,1.09%
200603,0.37%,1.54%,3.15%,0.28%,0.12%,3.47%,-0.02%,-0.38%,3.37%,-0.98%,1.31%,-1.99%,3.03%,12.14%,3.21%,5.00%,2.48%,3.66%,7.05%,5.63%,4.17%,-3.66%,1.82%,2.84%,3.06%,3.00%,4.39%,3.92%,2.22%,2.39%,0.63%,5.05%
200604,0.36%,0.94%,1.95%,0.97%,3.33%,2.61%,-2.52%,1.43%,-1.15%,-1.95%,2.93%,1.21%,-0.36%,7.67%,6.22%,1.12%,-1.08%,5.19%,8.01%,20.47%,4.05%,1.86%,1.68%,-1.51%,-0.37%,5.74%,0.26%,-3.20%,-1.35%,-0.19%,2.78%,-0.04%
200605,0.43%,-3.53%,3.20%,3.62%,-0.95%,1.28%,-2.55%,-4.20%,-5.45%,-2.20%,-2.24%,1.50%,-8.52%,-4.59%,-3.45%,-4.12%,2.57%,-1.26%,-11.24%,-1.99%,-3.51%,1.52%,-0.22%,-5.85%,-7.10%,-2.55%,-1.72%,-2.16%,-1.40%,-3.70%,-3.59%,-0.30%
200606,0.40%,-0.44%,-0.27%,-0.81%,2.95%,0.85%,-0.18%,0.86%,-0.25%,-0.13%,-1.15%,1.42%,-3.59%,2.89%,-1.14%,1.59%,1.79%,-0.24%,0.97%,-5.86%,2.88%,2.41%,2.96%,0.58%,-3.00%,-2.79%,4.28%,-1.18%,0.47%,1.68%,-0.43%,-2.03%
200607,0.40%,-0.59%,1.84%,4.45%,9.04%,-7.11%,-1.85%,0.42%,-3.07%,4.10%,-4.32%,-3.25%,-7.34%,-4.15%,-6.32%,-6.23%,-3.75%,-3.25%,-2.99%,-12.59%,5.41%,4.85%,2.24%,-3.02%,-4.89%,-5.01%,-10.90%,-2.00%,-4.77%,-6.06%,1.41%,-0.17%
200608,0.42%,2.09%,2.60%,2.25%,4.31%,2.55%,4.25%,6.72%,4.20%,2.25%,3.87%,1.80%,1.90%,-2.60%,-0.77%,0.82%,3.14%,-0.65%,2.85%,-10.42%,-3.41%,2.35%,2.53%,4.46%,8.88%,2.47%,-1.18%,1.59%,2.18%,2.97%,1.48%,4.01%
200609,0.41%,1.53%,0.09%,-0.13%,-6.39%,4.90%,1.09%,1.71%,9.07%,1.51%,2.46%,2.17%,-1.79%,0.17%,0.02%,3.50%,3.39%,3.75%,-7.42%,-15.05%,-3.30%,-2.19%,3.61%,4.23%,2.99%,2.03%,3.98%,1.36%,6.42%,7.17%,3.61%,3.04%
200610,0.41%,3.30%,0.34%,0.42%,5.43%,8.76%,5.69%,3.27%,8.04%,1.71%,5.77%,0.27%,5.22%,11.02%,2.68%,4.94%,3.89%,2.99%,8.00%,14.50%,4.83%,5.38%,5.26%,6.11%,2.23%,4.92%,6.21%,4.99%,3.06%,7.62%,2.06%,2.78%
200611,0.42%,1.95%,1.09%,-0.47%,3.41%,4.80%,2.21%,0.45%,4.25%,0.08%,2.83%,3.72%,6.52%,8.81%,4.50%,2.08%,1.00%,4.50%,8.04%,5.85%,8.64%,3.12%,0.65%,2.14%,3.94%,2.64%,2.16%,2.19%,-2.35%,1.74%,0.98%,1.36%
200612,0.40%,0.68%,1.51%,2.43%,3.01%,4.29%,1.78%,1.26%,0.15%,0.17%,1.07%,-2.41%,-0.26%,-2.67%,-0.23%,-0.59%,1.54%,0.02%,-3.20%,-12.65%,-1.65%,0.69%,4.26%,-0.11%,-1.22%,1.02%,-2.26%,-0.37%,1.74%,2.19%,3.73%,4.13%
200701,0.44%,1.50%,1.28%,1.65%,1.29%,6.22%,-0.50%,2.01%,3.01%,3.50%,3.74%,8.74%,2.76%,9.92%,1.41%,3.34%,6.08%,4.08%,6.83%,1.51%,-1.45%,0.44%,3.20%,3.26%,1.27%,1.36%,4.28%,4.00%,3.82%,1.04%,0.43%,-1.32%
200702,0.38%,-1.78%,-0.50%,-2.64%,-3.51%,-4.50%,0.00%,-1.44%,1.57%,-2.83%,2.11%,5.29%,-0.87%,2.67%,2.36%,-1.45%,0.90%,-1.59%,6.63%,1.93%,-2.24%,4.25%,-2.64%,-3.22%,-1.22%,1.49%,-0.67%,0.02%,-0.36%,-1.58%,-2.52%,-2.53%
200703,0.43%,0.87%,3.17%,2.48%,4.88%,-0.02%,-1.33%,-0.93%,0.70%,-0.25%,2.06%,-4.00%,-4.10%,6.30%,2.86%,-0.42%,2.48%,0.52%,1.95%,2.40%,5.95%,4.39%,2.30%,1.15%,0.37%,1.23%,-0.23%,2.74%,0.30%,1.15%,-0.36%,1.46%
200704,0.44%,3.55%,3.88%,4.85%,2.78%,1.68%,2.86%,3.60%,1.59%,6.81%,1.83%,8.80%,4.31%,3.37%,6.86%,6.71%,5.86%,6.34%,5.06%,14.41%,4.99%,3.98%,1.81%,4.20%,5.06%,5.46%,3.11%,1.39%,2.11%,2.39%,3.65%,2.74%
200705,0.41%,3.48%,1.31%,3.40%,2.62%,1.42%,6.45%,-0.88%,4.96%,1.14%,5.03%,10.08%,8.15%,10.52%,6.06%,7.56%,4.00%,6.22%,5.80%,13.28%,7.17%,1.29%,6.96%,4.26%,4.05%,4.28%,4.74%,2.96%,2.10%,3.64%,2.84%,2.18%
200706,0.40%,-1.87%,0.30%,-2.06%,-0.06%,-1.80%,-2.61%,-3.14%,-0.54%,-3.39%,1.93%,0.31%,-4.83%,-3.48%,1.85%,-0.42%,5.14%,-1.77%,1.38%,-8.56%,1.29%,-4.80%,-1.80%,-1.27%,2.02%,-0.79%,-2.27%,-1.72%,-1.75%,-4.12%,-3.60%,0.77%
200707,0.40%,-3.57%,-4.40%,-1.16%,-5.09%,-1.70%,-7.71%,-0.32%,-4.54%,-4.05%,-0.72%,-3.92%,-5.21%,-2.70%,0.86%,-0.54%,-7.85%,3.37%,7.02%,-13.44%,-0.75%,-3.73%,-3.10%,-3.04%,-0.48%,-2.01%,-1.23%,-4.81%,-5.58%,-1.95%,-7.50%,0.13%
